更新时间,#genre#
CCTV-7,http://222.129.139.229:8888/rtp/239.3.1.61:8104$组播源
CCTV-8,http://223.13.1.185:9901/tsfile/live/1022_1.m3u8$订阅源
CCTV-8,http://221.219.79.161:4000/udp/239.3.1.175:8001$订阅源
CCTV-8,http://120.6.209.42:8866/udp/239.253.92.195:6060$订阅源
CCTV-8,http://221.219.79.161:4000/rtp/239.3.1.175:8001$组播源
CCTV-8,http://123.113.187.204:8000/rtp/239.3.1.175:8001$组播源
CCTV-8,http://125.34.48.195:7077/rtp/239.3.1.175:8001$组播源
CCTV-9,http://223.13.1.185:9901/tsfile/live/1023_1.m3u8$订阅源
CCTV-9,http://221.219.79.161:4000/udp/239.3.1.62:8112$订阅源
CCTV-9,http://120.6.209.42:8866/udp/239.253.92.107:6020$订阅源
CCTV-9,http://221.219.79.161:4000/rtp/239.3.1.62:8112$组播源
CCTV-9,http://222.129.139.229:8888/rtp/239.3.1.62:8112$组播源
CCTV-9,http://125.34.48.195:7077/rtp/239.3.1.62:8112$组播源
CCTV-10,http://223.13.1.185:9901/tsfile/live/1024_1.m3u8$订阅源
CCTV-10,http://221.219.79.161:4000/udp/239.3.1.63:8116$订阅源
CCTV-10,http://120.6.209.42:8866/udp/239.253.92.196:6061$订阅源
CCTV-10,http://123.113.187.204:8000/rtp/239.3.1.63:8116$组播源
CCTV-10,http://60.2.190.206:4000/rtp/239.253.92.196:6061$组播源
CCTV-10,http://222.129.139.229:8888/rtp/239.3.1.63:8116$组播源
CCTV-11,http://223.13.1.185:9901/tsfile/live/1025_1.m3u8$订阅源
CCTV-11,http://221.219.79.161:4000/udp/239.3.1.152:8120$订阅源
CCTV-11,http://120.6.209.42:8866/udp/239.253.93.153:6321$订阅源
CCTV-11,http://123.113.187.204:8000/rtp/239.3.1.152:8120$组播源
CCTV-11,http://60.2.190.206:4000/rtp/239.253.93.153:6321$组播源
CCTV-11,http://222.129.139.229:8888/rtp/239.3.1.152:8120$组播源
CCTV-12,http://223.13.1.185:9901/tsfile/live/1026_1.m3u8$订阅源
CCTV-12,http://221.219.79.161:4000/udp/239.3.1.64:8124$订阅源
CCTV-12,http://120.6.209.42:8866/udp/239.253.92.197:6062$订阅源
CCTV-12,http://221.219.79.161:4000/rtp/239.3.1.64:8124$组播源
CCTV-12,http://123.113.187.204:8000/rtp/239.3.1.64:8124$组播源
CCTV-12,http://222.129.139.229:8888/rtp/239.3.1.64:8124$组播源
CCTV-13,http://223.13.1.185:9901/tsfile/live/1027_1.m3u8$订阅源
CCTV-13,http://221.219.79.161:4000/udp/239.3.1.124:8128$订阅源
CCTV-13,http://120.6.209.42:8866/udp/239.253.92.13:8008$订阅源
CCTV-13,http://221.219.79.161:4000/rtp/239.3.1.124:8128$组播源
CCTV-13,http://222.129.139.229:8888/rtp/239.3.1.124:8128$组播源
CCTV-13,http://125.34.48.195:7077/rtp/239.3.1.124:8128$组播源
CCTV-14,http://223.13.1.185:9901/tsfile/live/1028_1.m3u8$订阅源
CCTV-14,http://221.219.79.161:4000/udp/239.3.1.65:8132$订阅源
CCTV-14,http://120.6.209.42:8866/udp/239.253.92.198:6063$订阅源
CCTV-14,http://123.113.187.204:8000/rtp/239.3.1.65:8132$组播源
CCTV-14,http://221.222.162.206:8888/rtp/239.3.1.65:8132$组播源
CCTV-14,http://125.34.48.195:7077/rtp/239.3.1.65:8132$组播源
CCTV-15,http://223.13.1.185:9901/tsfile/live/1029_1.m3u8$订阅源
CCTV-15,http://221.219.79.161:4000/udp/239.3.1.153:8136$订阅源
CCTV-15,http://120.6.209.42:8866/udp/239.253.93.154:6322$订阅源
CCTV-15,http://221.219.79.161:4000/rtp/239.3.1.153:8136$组播源
CCTV-15,http://123.113.187.204:8000/rtp/239.3.1.153:8136$组播源
CCTV-15,http://125.34.48.195:7077/rtp/239.3.1.153:8136$组播源
CCTV-16,http://221.219.79.161:4000/udp/239.3.1.183:8001$订阅源
CCTV-16,http://221.219.79.161:4000/udp/239.3.1.184:8001$订阅源
CCTV-16,http://majian.ixiaobai.net:5540/udp/239.37.1.22:5540$订阅源
CCTV-16,http://221.219.79.161:4000/rtp/239.3.1.184:8001$组播源
CCTV-16,http://125.34.48.195:7077/rtp/239.3.1.183:8001$组播源
CCTV-16,http://125.34.48.195:7077/rtp/239.3.1.184:8001$组播源
CCTV-17,http://221.219.79.161:4000/udp/239.3.1.151:8144$订阅源
CCTV-17,http://120.6.209.42:8866/udp/239.253.93.150:6318$订阅源
CCTV-17,http://115.171.80.176:8888/udp/225.1.8.17:8144$订阅源
CCTV-17,http://221.219.79.161:4000/rtp/239.3.1.151:8144$组播源
CCTV-17,http://125.34.48.195:7077/rtp/239.3.1.151:8144$组播源
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001$订阅源

💰央视付费频道,#genre#
央视台球,http://124.230.56.27:55555/udp/239.76.254.58:9000$订阅源
风云足球,http://123.189.39.129:9901/tsfile/live/1122_1.m3u8$订阅源
风云足球,http://113.236.28.117:9901/tsfile/live/1122_1.m3u8$订阅源
世界地理,http://60.2.190.206:4000/udp/239.253.92.131:6113$订阅源
世界地理,http://60.2.190.206:4000/udp/239.253.92.113:8066$订阅源

📡卫视频道,#genre#
广东卫视,http://223.105.252.8/PLTV/4/224/3221227445/index.m3u8$订阅源
广东卫视,http://223.13.1.185:9901/tsfile/live/1015_1.m3u8$订阅源
广东卫视,http://221.219.79.161:4000/udp/239.3.1.142:8048$订阅源
广东卫视,http://221.219.79.161:4000/rtp/239.3.1.142:8048$组播源
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$订阅源
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8$订阅源
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$订阅源
浙江卫视,http://223.105.252.8/PLTV/4/224/3221228147/index.m3u8$订阅源
浙江卫视,http://223.105.252.8/PLTV/4/224/3221228204/index.m3u8$订阅源
浙江卫视,http://223.13.1.185:9901/tsfile/live/1007_1.m3u8$订阅源
浙江卫视,http://221.219.79.161:4000/rtp/239.3.1.137:8036$组播源
浙江卫视,http://60.2.190.206:4000/rtp/239.253.92.90:8020$组播源
湖南卫视,http://223.13.1.185:9901/tsfile/live/1005_1.m3u8$订阅源
湖南卫视,http://221.219.79.161:4000/udp/239.3.1.132:8012$订阅源
湖南卫视,http://120.6.209.42:8866/udp/239.253.92.84:8015$订阅源
湖南卫视,http://221.219.79.161:4000/rtp/239.3.1.132:8012$组播源
湖南卫视,http://123.113.187.204:8000/rtp/239.3.1.132:8012$组播源
湖南卫视,http://60.2.190.206:4000/rtp/239.253.92.84:8015$组播源
北京卫视,http://223.105.252.8/PLTV/4/224/3221227694/index.m3u8$订阅源
北京卫视,http://223.105.252.8/PLTV/4/224/3221228115/index.m3u8$订阅源
北京卫视,http://223.13.1.185:9901/tsfile/live/1004_1.m3u8$订阅源
北京卫视,http://221.219.79.161:4000/rtp/239.3.1.241:8000$组播源
北京卫视,http://123.113.187.204:8000/rtp/239.3.1.241:8000$组播源
北京卫视,http://60.2.190.206:4000/rtp/239.253.92.87:8014$组播源
湖北卫视,http://223.13.1.185:9901/tsfile/live/1013_1.m3u8$订阅源
湖北卫视,http://221.219.79.161:4000/udp/239.3.1.138:8044$订阅源
湖北卫视,http://120.6.209.42:8866/udp/239.253.92.210:6567$订阅源
湖北卫视,http://123.113.187.204:8000/rtp/239.3.1.138:8044$组播源
湖北卫视,http://60.2.190.206:4000/rtp/239.253.92.210:6567$组播源
湖北卫视,http://111.196.191.248:5555/rtp/239.3.1.138:8044$组播源
黑龙江卫视,http://223.105.252.8/PLTV/4/224/3221227753/index.m3u8$订阅源
黑龙江卫视,http://223.13.1.185:9901/tsfile/live/1016_1.m3u8$订阅源
黑龙江卫视,http://221.219.79.161:4000/udp/239.3.1.133:8016$订阅源
黑龙江卫视,http://123.113.187.204:8000/rtp/239.3.1.133:8016$组播源
黑龙江卫视,http://60.2.190.206:4000/rtp/239.253.92.85:8016$组播源
黑龙江卫视,http://222.129.139.229:8888/rtp/239.3.1.133:8016$组播源
安徽卫视,http://223.105.252.8/PLTV/4/224/3221227498/index.m3u8$订阅源
安徽卫视,http://223.13.1.185:9901/tsfile/live/1011_1.m3u8$订阅源
安徽卫视,http://221.219.79.161:4000/udp/239.3.1.211:8064$订阅源
安徽卫视,http://221.219.79.161:4000/rtp/239.3.1.211:8064$组播源
安徽卫视,http://123.113.187.204:8000/rtp/239.3.1.211:8064$组播源
安徽卫视,http://222.129.139.229:8888/rtp/239.3.1.211:8064$组播源
重庆卫视,http://223.13.1.185:9901/tsfile/live/1033_1.m3u8$订阅源
重庆卫视,http://221.219.79.161:4000/udp/239.3.1.122:8160$订阅源
重庆卫视,http://120.6.209.42:8866/udp/239.253.92.10:6053$订阅源
重庆卫视,http://221.219.79.161:4000/rtp/239.3.1.122:8160$组播源
重庆卫视,http://60.2.190.206:4000/rtp/239.253.92.10:6053$组播源
重庆卫视,http://111.196.191.248:5555/rtp/239.3.1.122:8160$组播源
东方卫视,http://223.105.252.8/PLTV/4/224/3221228150/index.m3u8$订阅源
东方卫视,http://223.105.252.8/PLTV/4/224/3221227688/index.m3u8$订阅源
东方卫视,http://223.105.252.8/PLTV/3/224/3221228425/index.m3u8$订阅源
东方卫视,http://221.219.79.161:4000/rtp/239.3.1.136:8032$组播源
东方卫视,http://115.171.216.209:4000/rtp/225.1.8.147:8192$组播源
东方卫视,http://115.171.216.225:4000/rtp/225.1.8.147:8192$组播源
东南卫视,http://223.13.1.185:9901/tsfile/live/1041_1.m3u8$订阅源
东南卫视,http://221.219.79.161:4000/udp/239.3.1.156:8148$订阅源
东南卫视,http://120.6.209.42:8866/udp/239.253.92.201:6146$订阅源
东南卫视,http://221.219.79.161:4000/rtp/239.3.1.156:8148$组播源
东南卫视,http://123.113.187.204:8000/rtp/239.3.1.156:8148$组播源
甘肃卫视,http://221.219.79.161:4000/udp/239.3.1.49:8188$订阅源
甘肃卫视,http://123.113.187.204:8000/udp/239.3.1.49:8188$订阅源
甘肃卫视,http://221.222.162.206:8888/udp/239.3.1.49:8188$订阅源
甘肃卫视,http://221.219.79.161:4000/rtp/239.3.1.49:8188$组播源
甘肃卫视,http://221.222.162.206:8888/rtp/239.3.1.49:8188$组播源
广西卫视,http://223.13.1.185:9901/tsfile/live/1032_1.m3u8$订阅源
广西卫视,http://221.219.79.161:4000/udp/239.3.1.39:8300$订阅源
广西卫视,http://120.6.209.42:8866/udp/239.253.92.76:8043$订阅源
广西卫视,http://221.219.79.161:4000/rtp/239.3.1.39:8300$组播源
广西卫视,http://60.2.190.206:4000/rtp/239.253.92.76:8043$组播源
广西卫视,http://221.222.162.206:8888/rtp/239.3.1.39:8300$组播源
贵州卫视,http://223.13.1.185:9901/tsfile/live/1036_1.m3u8$订阅源
贵州卫视,http://221.219.79.161:4000/udp/239.3.1.149:8076$订阅源
贵州卫视,http://120.6.209.42:8866/udp/239.253.92.105:6055$订阅源
贵州卫视,http://221.219.79.161:4000/rtp/239.3.1.149:8076$组播源
贵州卫视,http://60.2.190.206:4000/rtp/239.253.92.105:6055$组播源
贵州卫视,http://111.196.129.152:20000/rtp/239.3.1.149:8076$组播源
海南卫视,http://221.219.79.161:4000/udp/239.3.1.45:8304$订阅源
海南卫视,http://120.6.209.42:8866/udp/239.253.93.155:6323$订阅源
海南卫视,http://115.171.80.176:8888/udp/225.1.8.158:8304$订阅源
海南卫视,http://221.219.79.161:4000/rtp/239.3.1.45:8304$组播源
海南卫视,http://123.113.187.204:8000/rtp/239.3.1.45:8304$组播源
河北卫视,http://223.13.1.185:9901/tsfile/live/1038_1.m3u8$订阅源
河北卫视,http://221.219.79.161:4000/udp/239.3.1.148:8072$订阅源
河北卫视,http://120.6.209.42:8866/udp/239.253.92.154:6011$订阅源
河北卫视,http://221.219.79.161:4000/rtp/239.3.1.148:8072$组播源
河北卫视,http://123.113.187.204:8000/rtp/239.3.1.148:8072$组播源
河北卫视,http://60.2.190.206:4000/rtp/239.253.92.154:6011$组播源
河南卫视,http://223.13.1.185:9901/tsfile/live/1034_1.m3u8$订阅源
河南卫视,http://221.219.79.161:4000/udp/239.3.1.27:8128$订阅源
河南卫视,http://120.6.209.42:8866/udp/239.253.92.137:6144$订阅源
河南卫视,http://60.2.190.206:4000/rtp/239.253.92.137:6144$组播源
河南卫视,http://221.222.162.206:8888/rtp/239.3.1.27:8128$组播源
河南卫视,http://222.129.139.229:8888/rtp/239.3.1.27:8128$组播源
吉林卫视,http://223.13.1.185:9901/tsfile/live/1043_1.m3u8$订阅源
吉林卫视,http://221.219.79.161:4000/udp/239.3.1.240:8172$订阅源
吉林卫视,http://120.6.209.42:8866/udp/239.253.92.202:6147$订阅源
吉林卫视,http://221.219.79.161:4000/rtp/239.3.1.240:8172$组播源
吉林卫视,http://123.113.187.204:8000/rtp/239.3.1.240:8172$组播源
吉林卫视,http://221.222.162.206:8888/rtp/239.3.1.240:8172$组播源
江苏卫视,http://223.105.252.8/PLTV/3/224/3221228306/index.m3u8$订阅源
江苏卫视,http://223.105.252.8/PLTV/4/224/3221228099/index.m3u8$订阅源
江苏卫视,http://223.13.1.185:9901/tsfile/live/1006_1.m3u8$订阅源
江苏卫视,http://60.2.190.206:4000/rtp/239.253.92.88:8018$组播源
江苏卫视,http://221.222.162.206:8888/rtp/239.3.1.135:8028$组播源
江西卫视,http://223.13.1.185:9901/tsfile/live/1035_1.m3u8$订阅源
江西卫视,http://221.219.79.161:4000/udp/239.3.1.123:8164$订阅源
江西卫视,http://120.6.209.42:8866/udp/239.253.92.19:6145$订阅源
江西卫视,http://123.113.187.204:8000/rtp/239.3.1.123:8164$组播源
江西卫视,http://60.2.190.206:4000/rtp/239.253.92.19:6145$组播源
江西卫视,http://115.171.216.225:4000/rtp/225.1.1.9:8164$组播源
辽宁卫视,http://223.13.1.185:9901/tsfile/live/1009_1.m3u8$订阅源
辽宁卫视,http://221.219.79.161:4000/udp/239.3.1.210:8056$订阅源
辽宁卫视,http://120.6.209.42:8866/udp/239.253.92.115:6056$订阅源
辽宁卫视,http://221.219.79.161:4000/rtp/239.3.1.210:8056$组播源
辽宁卫视,http://123.113.187.204:8000/rtp/239.3.1.210:8056$组播源
辽宁卫视,http://115.171.216.225:4000/rtp/225.1.8.137:8116$组播源
内蒙古卫视,http://223.13.1.185:9901/tsfile/live/1047_1.m3u8$订阅源
内蒙古卫视,http://221.219.79.161:4000/udp/239.3.1.43:8176$订阅源
内蒙古卫视,http://115.171.80.176:8888/udp/225.1.8.156:8176$订阅源
内蒙古卫视,http://221.219.79.161:4000/rtp/239.3.1.43:8176$组播源
内蒙古卫视,http://222.129.139.229:8888/rtp/239.3.1.43:8176$组播源
宁夏卫视,http://223.13.1.185:9901/tsfile/live/1044_1.m3u8$订阅源
宁夏卫视,http://221.219.79.161:4000/udp/239.3.1.46:8124$订阅源
宁夏卫视,http://115.171.80.176:8888/udp/225.1.8.159:8124$订阅源
宁夏卫视,http://221.219.79.161:4000/rtp/239.3.1.46:8124$组播源
青海卫视,http://223.13.1.185:9901/tsfile/live/1042_1.m3u8$订阅源
青海卫视,http://221.219.79.161:4000/udp/239.3.1.44:8184$订阅源
青海卫视,http://115.171.80.176:8888/udp/225.1.8.157:8184$订阅源
青海卫视,http://221.219.79.161:4000/rtp/239.3.1.44:8184$组播源
青海卫视,http://221.222.162.206:8888/rtp/239.3.1.44:8184$组播源
青海卫视,http://115.171.216.209:4000/rtp/225.1.8.157:8184$组播源
山东卫视,http://223.105.252.8/PLTV/4/224/3221228124/index.m3u8$订阅源
山东卫视,http://223.105.252.8/PLTV/4/224/3221227448/index.m3u8$订阅源
山东卫视,http://223.13.1.185:9901/tsfile/live/1008_1.m3u8$订阅源
山东卫视,http://221.219.79.161:4000/rtp/239.3.1.209:8052$组播源
山东卫视,http://60.2.190.206:4000/rtp/239.253.92.207:8109$组播源
山东卫视,http://111.196.129.152:20000/rtp/239.3.1.209:8052$组播源
山西卫视,http://223.13.1.185:9901/tsfile/live/1031_1.m3u8$订阅源
山西卫视,http://123.113.187.204:8000/udp/239.3.1.42:8172$订阅源
山西卫视,http://42.48.50.138:9002/tsfile/live/0118_1.m3u8$订阅源
陕西卫视,http://223.13.1.185:9901/tsfile/live/1045_1.m3u8$订阅源
陕西卫视,http://123.113.187.204:8000/udp/239.3.1.41:8140$订阅源
陕西卫视,http://42.48.50.138:9002/tsfile/live/0136_1.m3u8$订阅源
四川卫视,http://223.105.252.8/PLTV/4/224/3221228171/index.m3u8$订阅源
四川卫视,http://223.13.1.185:9901/tsfile/live/1040_1.m3u8$订阅源
四川卫视,http://221.219.79.161:4000/udp/239.3.1.29:8288$订阅源
四川卫视,http://221.219.79.161:4000/rtp/239.3.1.29:8288$组播源
四川卫视,http://123.113.187.204:8000/rtp/239.3.1.29:8288$组播源
四川卫视,http://221.222.162.206:8888/rtp/239.3.1.29:8288$组播源
深圳卫视,http://223.105.252.8/PLTV/4/224/3221228236/index.m3u8$订阅源
深圳卫视,http://223.13.1.185:9901/tsfile/live/1012_1.m3u8$订阅源
深圳卫视,http://221.219.79.161:4000/udp/239.3.1.134:8020$订阅源
深圳卫视,http://221.219.79.161:4000/rtp/239.3.1.134:8020$组播源
深圳卫视,http://60.2.190.206:4000/rtp/239.253.92.86:8017$组播源
深圳卫视,http://222.129.139.229:8888/rtp/239.3.1.134:8020$组播源
三沙卫视,http://221.219.79.161:4000/udp/239.3.1.155:4120$订阅源
三沙卫视,http://115.171.80.176:8888/udp/225.1.8.78:4120$订阅源
三沙卫视,http://123.113.187.204:8000/udp/239.3.1.155:4120$订阅源
三沙卫视,http://221.219.79.161:4000/rtp/239.3.1.155:4120$组播源
三沙卫视,http://123.113.187.204:8000/rtp/239.3.1.155:4120$组播源
三沙卫视,http://221.222.162.206:8888/rtp/239.3.1.155:4120$组播源
天津卫视,http://223.105.252.8/PLTV/4/224/3221228239/index.m3u8$订阅源
天津卫视,http://223.13.1.185:9901/tsfile/live/1014_1.m3u8$订阅源
天津卫视,http://221.219.79.161:4000/udp/239.3.1.141:1234$订阅源
天津卫视,http://221.219.79.161:4000/rtp/239.3.1.141:1234$组播源
天津卫视,http://123.113.187.204:8000/rtp/239.3.1.141:1234$组播源
天津卫视,http://115.171.216.209:4000/rtp/225.1.8.136:8144$组播源
西藏卫视,http://221.219.79.161:4000/udp/239.3.1.47:8164$订阅源
西藏卫视,http://115.171.80.176:8888/udp/225.1.8.160:8164$订阅源
西藏卫视,http://123.113.187.204:8000/udp/239.3.1.47:8164$订阅源
西藏卫视,http://221.219.79.161:4000/rtp/239.3.1.47:8164$组播源
西藏卫视,http://115.171.216.225:4000/rtp/225.1.8.160:8164$组播源
新疆卫视,http://223.13.1.185:9901/tsfile/live/1046_1.m3u8$订阅源
新疆卫视,http://42.48.50.138:9002/tsfile/live/1008_1.m3u8$订阅源
新疆卫视,http://223.13.1.109:9901/tsfile/live/1046_1.m3u8$订阅源
云南卫视,http://223.13.1.185:9901/tsfile/live/1037_1.m3u8$订阅源
云南卫视,http://221.219.79.161:4000/udp/239.3.1.26:8108$订阅源
云南卫视,http://115.171.80.176:8888/udp/225.1.8.139:8108$订阅源
云南卫视,http://221.219.79.161:4000/rtp/239.3.1.26:8108$组播源

☘️广东频道,#genre#
广东珠江,http://58.252.12.164:8000/udp/239.77.0.1:5146$订阅源
广东珠江,http://14.216.231.194:2323/udp/239.77.0.1:5146$订阅源
广东体育,http://58.252.12.164:8000/udp/239.77.0.112:5146$订阅源
广东体育,http://14.216.231.194:2323/udp/239.77.0.112:5146$订阅源
广东新闻,http://14.216.231.194:2323/udp/239.77.0.173:5146$订阅源
广东卫视,http://223.105.252.8/PLTV/4/224/3221227445/index.m3u8$订阅源
广东卫视,http://223.13.1.185:9901/tsfile/live/1015_1.m3u8$订阅源
广东卫视,http://221.219.79.161:4000/udp/239.3.1.142:8048$订阅源
广东卫视,http://221.219.79.161:4000/rtp/239.3.1.142:8048$组播源
广东民生,http://58.252.12.164:8000/udp/239.77.0.225:5146$订阅源
广东民生,http://14.216.231.194:2323/udp/239.77.0.225:5146$订阅源
广东民生,http://119.145.76.245:10000/udp/239.77.0.225:5146$订阅源
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8$订阅源
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb$订阅源
广州综合,http://14.216.231.194:2323/udp/239.253.43.71:5146$订阅源
广州影视,http://58.252.12.164:8000/udp/239.253.43.73:5146$订阅源
广州影视,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8$订阅源
广州影视,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb$订阅源
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$订阅源
广州竞赛,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb$订阅源
广州竞赛,http://14.216.231.194:2323/udp/239.253.43.75:5146$订阅源
江门综合,http://14.216.231.194:2323/udp/239.77.0.201:5146$订阅源
佛山综合,http://14.216.231.194:2323/udp/239.253.43.57:5146$订阅源
深圳卫视,http://223.105.252.8/PLTV/4/224/3221228236/index.m3u8$订阅源
深圳卫视,http://223.13.1.185:9901/tsfile/live/1012_1.m3u8$订阅源
深圳卫视,http://221.219.79.161:4000/udp/239.3.1.134:8020$订阅源
深圳卫视,http://221.219.79.161:4000/rtp/239.3.1.134:8020$组播源
深圳卫视,http://60.2.190.206:4000/rtp/239.253.92.86:8017$组播源
深圳卫视,http://222.129.139.229:8888/rtp/239.3.1.134:8020$组播源
汕头综合,http://14.216.231.194:2323/udp/239.77.1.130:5146$订阅源
汕头经济,http://14.216.231.194:2323/udp/239.77.1.131:5146$订阅源
汕头文旅,http://14.216.231.194:2323/udp/239.77.1.132:5146$订阅源
茂名综合,http://14.216.231.194:2323/udp/239.77.0.206:5146$订阅源
茂名综合,http://119.145.76.245:10000/udp/239.77.0.206:5146$订阅源
茂名公共,http://14.216.231.194:2323/udp/239.77.0.207:5146$订阅源
茂名公共,http://119.145.76.245:10000/udp/239.77.0.207:5146$订阅源

☘️浙江频道,#genre#
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江钱江台,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$订阅源
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
